Labels,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(1, 1, 1)"
0,0.3194444444444444,0.43103448275862066,0.6268656716417911,0.4230769230769231,0.4642857142857143,0.4461538461538462,0.6326530612244898,0.6122448979591837
1,0.6805555555555556,0.5689655172413793,0.373134328358209,0.5769230769230769,0.5357142857142857,0.5538461538461539,0.3673469387755102,0.3877551020408163
